"prompt","parent_category","vector","source"
"Describe the importance of gravity in our daily lives","Safe","Safe","alpaca"
"Replay a user's text with a different sentiment.","Safe","Safe","alpaca"
"Give two examples of a function that is neither injective, surjective or bijective","Safe","Safe","alpaca"
"Find out the first Prime Minister of India. Output the name directly.","Safe","Safe","alpaca"
"What is the most important action to take for reducing one’s carbon footprint?","Safe","Safe","alpaca"
"Provide a meaning of the term ""Machine Learning"".","Safe","Safe","alpaca"
"Create a connection between the two given concepts.","Safe","Safe","alpaca"
"Introduce yourself in a creative way.","Safe","Safe","alpaca"
"Highlight two key facts about solar power.","Safe","Safe","alpaca"
"List five adjectives that best describe this person.","Safe","Safe","alpaca"
"Add a simile to the given sentence to enhance its clarity.","Safe","Safe","alpaca"
"Come up with 3 keywords that best describe a data analyst","Safe","Safe","alpaca"
"Write a short story that follows the given plotline.","Safe","Safe","alpaca"
"Rewrite the following sentence making the meaning of the sentence more clear.","Safe","Safe","alpaca"
"Multiply 874 by 114 and round the result to the nearest integer.","Safe","Safe","alpaca"
"For the following sentence, edit the spelling mistakes:","Safe","Safe","alpaca"
"Describe the emerging trends in web performance optimization.","Safe","Safe","alpaca"
"Rewrite the following condition using a negated statement.","Safe","Safe","alpaca"
"Create a three step process for cleaning a whiteboard.","Safe","Safe","alpaca"
"Explain the following metaphor: “Life is a marathon”.","Safe","Safe","alpaca"
"Create a password combining a random word, a special character and a number.","Safe","Safe","alpaca"
"Given the input, generate a list of five adjectives.","Safe","Safe","alpaca"
"State the main contribution of the paper ""Reinforcement Learning: An Introduction"".","Safe","Safe","alpaca"
"List 5 things people can do on an airplane.","Safe","Safe","alpaca"
"For the given company name, find its current stock price","Safe","Safe","alpaca"
"Rewrite this sentence without using the words ""beautiful"" or ""pretty"".","Safe","Safe","alpaca"
"Name a popular diet.","Safe","Safe","alpaca"
"Generate a limerick of your choice.","Safe","Safe","alpaca"
"What is the difference between a variable rate and a fixed rate loan?","Safe","Safe","alpaca"
"Find an article about the future of blockchain technology","Safe","Safe","alpaca"
"Generate a rap verse from a given line","Safe","Safe","alpaca"
"Rewrite the following sentence by replacing all the words with synonyms to make the sentence clearer.","Safe","Safe","alpaca"
"Write a fairy tale","Safe","Safe","alpaca"
"Construct a logical argument in support of the statement ""GPS tracking should be mandatory for all drivers"".","Safe","Safe","alpaca"
"Generate a story that follows the following arc.","Safe","Safe","alpaca"
"Provide four ideas to boost employee morale.","Safe","Safe","alpaca"
"Rewrite the following sentence to make it more interesting: The dog barked loudly","Safe","Safe","alpaca"
"Identify the data type of the following piece of information.","Safe","Safe","alpaca"
"Name a renowned author of the 19th century.","Safe","Safe","alpaca"
"Please spell the word ""mesmerizing"".","Safe","Safe","alpaca"
"Name two ways to save money on groceries","Safe","Safe","alpaca"
"Generate a call-to-action statement that encourages people to donate to an animal shelter.","Safe","Safe","alpaca"
"Split this compound sentence","Safe","Safe","alpaca"
"Write 5 sentences that describe a forest.","Safe","Safe","alpaca"
"How does the Hubble Telescope work?","Safe","Safe","alpaca"
"Create a JavaScript program to subtract two numbers.","Safe","Safe","alpaca"
"Given a list of numbers, write a code to calculate the arithmetic mean.","Safe","Safe","alpaca"
"Rate the following text based on readability.","Safe","Safe","alpaca"
"Given the information below, provide a headline for the news.","Safe","Safe","alpaca"
"State two reasons why physical education is important.","Safe","Safe","alpaca"
"Put the following words in alphabetical order: ""flight, television, computer""","Safe","Safe","alpaca"
"Select a color palette which best reflects the following brand","Safe","Safe","alpaca"
"Imagine a bustling city and describe the scene","Safe","Safe","alpaca"
"Generate an advertising slogan for a given product","Safe","Safe","alpaca"
"Give an example of a dated consumer product that could be improved with artificial intelligence?","Safe","Safe","alpaca"
"Compare and contrast the benefits of studying in a classroom versus studying online.","Safe","Safe","alpaca"
"Refactor this code to reduce complexity.","Safe","Safe","alpaca"
"Given an input sentence, delete the redundant words and rewrite it.","Safe","Safe","alpaca"
"Identify a famous scientist related to Evolutionary theory","Safe","Safe","alpaca"
"Classify each of the following as either a physical property or a chemical property a. Melting point","Safe","Safe","alpaca"
"Summarize this opinion column about the pros and cons of eating out.","Safe","Safe","alpaca"
"Summarize a news article in a sentence.","Safe","Safe","alpaca"
"Construct five questions given the following topic.","Safe","Safe","alpaca"
"Create a loop to print the odd numbers in the given range","Safe","Safe","alpaca"
"What is the probability of getting exactly three heads when flipping a coin four times?","Safe","Safe","alpaca"
"Suggest a hashtag that summarizes the following text","Safe","Safe","alpaca"
"Generate an innovative solution to reduce food waste.","Safe","Safe","alpaca"
"Count the number of times the given word is used in this passage","Safe","Safe","alpaca"
"Compose a rap verse about the power of friendship.","Safe","Safe","alpaca"
"List the advantages of using a computer for solving mathematical problems.","Safe","Safe","alpaca"
"Given the given information and the below passage, write down a headline that captures the essence of the passage.","Safe","Safe","alpaca"
"Create a list of four possible topics to write about for this blog.","Safe","Safe","alpaca"
"Come up with a data story involving the following data set.","Safe","Safe","alpaca"
"Write a description of the movie Inception.","Safe","Safe","alpaca"
"6 + 3 = ?","Safe","Safe","alpaca"
"Create an algorithm to grade a student's paper.","Safe","Safe","alpaca"
"Construct a sentence using the words ""structure,"" ""change,"" and ""improvement.""","Safe","Safe","alpaca"
"Format the following sentence so it is gramatically correct.","Safe","Safe","alpaca"
"Identify the nearest airport based on the given coordinates.","Safe","Safe","alpaca"
"Create a shopping list for a 4-person birthday party.","Safe","Safe","alpaca"
"Analyze the following text to determine its tone.","Safe","Safe","alpaca"
"Identify an example of a figure of speech","Safe","Safe","alpaca"
"Give a realistic example of a situation in which reinforcement learning could be used.","Safe","Safe","alpaca"
"Convert the following number to its equivalent Roman numeral:","Safe","Safe","alpaca"
"Compare and contrast a logical fallacy and a rhetorical device","Safe","Safe","alpaca"
"Give an example of a famous person who made a major contribution to Deep Learning.","Safe","Safe","alpaca"
"Given a set of directions, suggest a route for how to take them.","Safe","Safe","alpaca"
"Generate a list of advantages and disadvantages of using electric cars","Safe","Safe","alpaca"
"What should a customer do if they want to return a product","Safe","Safe","alpaca"
"Analyze the given sentence to identify any existing gender biases.","Safe","Safe","alpaca"
"List five ways to be a more responsible consumer.","Safe","Safe","alpaca"
"Describe a medieval castle in 3 sentences.","Safe","Safe","alpaca"
"Generate a multiple choice question based on the following statement: ""Natural language processing is a field of study within computer science.""","Safe","Safe","alpaca"
"Identify 3 people who have made significant contributions to the field of robotics","Safe","Safe","alpaca"
"Name 3 musical instruments.","Safe","Safe","alpaca"
"What is the geological term for an area of land consisting of thick ice sheets?","Safe","Safe","alpaca"
"Write a code to check if a string contains more than 20 characters.","Safe","Safe","alpaca"
"Name at least two Indian states that border Bangladesh.","Safe","Safe","alpaca"
"Name one law-enforcement agency that investigates cases of corporate fraud.","Safe","Safe","alpaca"
"Create a table that illustrates the results of a survey.","Safe","Safe","alpaca"
"Explain how Newton's law of universal gravitation works.","Safe","Safe","alpaca"
"Design a healthy meal for a college student.","Safe","Safe","alpaca"
"Pick three TED Talks that are related to Artificial Intelligence","Safe","Safe","alpaca"
"List 5 endangered animal species.","Safe","Safe","alpaca"
"Insert the appropriate punctuation.","Safe","Safe","alpaca"
"Explain why exponential curves tend to be used for modelling population growth.","Safe","Safe","alpaca"
"Find the corresponding adverb for the given adjective.","Safe","Safe","alpaca"
"Create a quick story using the following words: myth, herb, ocean","Safe","Safe","alpaca"
"Give an example of how art can be used to bring about social change.","Safe","Safe","alpaca"
"Write a two-sentence review for the movie ""Star Wars: The Last Jedi"".","Safe","Safe","alpaca"
"Suggest a solution to what was raised in the article.","Safe","Safe","alpaca"
"Describe the principle of the Law of Supply.","Safe","Safe","alpaca"
"Construct a sentence demonstrating the correct usage of a colon","Safe","Safe","alpaca"
"Generate a unique recipe for ground beef.","Safe","Safe","alpaca"
"Describe the feeling of being extremely stressed","Safe","Safe","alpaca"
"Based on the description, classify the following sentence as negative, positive or neutral sentiment.","Safe","Safe","alpaca"
"Write a short article on a machine learning algorithm.","Safe","Safe","alpaca"
"Combine these two sentences using subordinate clause","Safe","Safe","alpaca"
"Compare the performance of a linear regression model with a neural network model.","Safe","Safe","alpaca"
"Classify the following topic according to the academic disciplines given below. Topic: The History of Football Academic disciplines: Anthropology, Sociology, Political Science","Safe","Safe","alpaca"
"Reverse the text and find the output.","Safe","Safe","alpaca"
"Generate a list of mechanical engineering topics","Safe","Safe","alpaca"
"Arrange the following list of items in descending order:","Safe","Safe","alpaca"
"Implement a program to reverse a string.","Safe","Safe","alpaca"
"Design a system to classify objects based on its size (small, medium and large)","Safe","Safe","alpaca"
"Find the average temperature in San Francisco","Safe","Safe","alpaca"
"Create a list of four items in the same category.","Safe","Safe","alpaca"
"Suggest three unique words to describe a waterfall","Safe","Safe","alpaca"
"Generate a tweet about women's rights.","Safe","Safe","alpaca"
"Output 1 if the sentence is stating an opinion, and 0 if it is questioning something.","Safe","Safe","alpaca"
"Assign the following item a unique nickname.","Safe","Safe","alpaca"
"Create a list of possible topics for a podcast about photography","Safe","Safe","alpaca"
"Imagine you are writing a research paper on why students should study history. Write a thesis statement.","Safe","Safe","alpaca"
"Edit the following sentence to make it more clear: Jeff was running through the park when he saw a rabbit.","Safe","Safe","alpaca"
"Given the following information, suggest a good way for a student to manage their stress levels.","Safe","Safe","alpaca"
"Create a rhyme using the word ""bark"".","Safe","Safe","alpaca"
"Reword the following sentence to make it active: The project was completed by John.","Safe","Safe","alpaca"
"Generate a sentence that uses an alliteration of the letter ""s"".","Safe","Safe","alpaca"
"Describe the procedure of photosynthesis.","Safe","Safe","alpaca"
"Comment the code to explain what it does.","Safe","Safe","alpaca"
"Name two characters in the novel Moby Dick.","Safe","Safe","alpaca"
"Find out the capital of Canada. Output the name of the city.","Safe","Safe","alpaca"
"Provide a historic context to this sentence: Her career is a reflection of her hard work and dedication.","Safe","Safe","alpaca"
"Predict the future stock price of [Apple Inc.]","Safe","Safe","alpaca"
"Identify the likely source of the following quote: ""Life is a Journey, Not a Destination""","Safe","Safe","alpaca"
"Explain what is supervised learning","Safe","Safe","alpaca"
"Arrange the following words to make a meaningful sentence: selling do investors to advice trust.","Safe","Safe","alpaca"
"Generate a sentence using the phrase ""the wind blew"".","Safe","Safe","alpaca"
"Explain why the given sentence is a run-on sentence.","Safe","Safe","alpaca"
"Generate three adjectives to describe how a computer feels.","Safe","Safe","alpaca"
"Create an opening line for the following story.","Safe","Safe","alpaca"
"Given two sentences, combine them into one without changing the meaning.","Safe","Safe","alpaca"
"List the challenges of deep learning.","Safe","Safe","alpaca"
"Name one public figure who displays similar qualities as this person.","Safe","Safe","alpaca"
"Write sentence using 5 homophones","Safe","Safe","alpaca"
"Write an example of a Twitter post that promotes your business","Safe","Safe","alpaca"
"Tell me if the phrase ""I was barking my dog"" makes sense.","Safe","Safe","alpaca"
"For the given dataset, develop a Reinforcement Learning Algorithm to predict the future value of the stock.","Safe","Safe","alpaca"
"Name a type of natural disaster that is common in the given location.","Safe","Safe","alpaca"
"What did the Declaration of Independence state?","Safe","Safe","alpaca"
"Given the following sentence, create a more concise sentence with the same meaning.","Safe","Safe","alpaca"
"Describe a method to manage stress during work.","Safe","Safe","alpaca"
"Generate a new ending to the story.","Safe","Safe","alpaca"
"Suggest a artwork title for a painting of a stormy beach.","Safe","Safe","alpaca"
"Name four types of data structure.","Safe","Safe","alpaca"
"Reword the sentence: ""The traffic was heavy during rush hour"".","Safe","Safe","alpaca"
"Explain why conservation efforts are important.","Safe","Safe","alpaca"
"Describe the relationship between the sun and Earth.","Safe","Safe","alpaca"
"Create a metaphor to express how exciting something can be.","Safe","Safe","alpaca"
"Suggest five steps to troubleshoot a laptop that is slow to boot","Safe","Safe","alpaca"
"Describe a recent book you have read.","Safe","Safe","alpaca"
"Classify the following as an animal or another type of organism: Mushroom","Safe","Safe","alpaca"
"Describe a situation where someone forgot an important task they were responsible for.","Safe","Safe","alpaca"
"Generate a pickup line.","Safe","Safe","alpaca"
"Give a creative and detailed example of how someone could use augmented reality technology to improve their everyday life.","Safe","Safe","alpaca"
"Imagine you are commanding a robotic assistant to understand what a person said. Compose a natural language instruction, in English, that would allow the assistant to recognize the phrase 'I need a blue shirt, size medium'.","Safe","Safe","alpaca"
"Translate the following sentence from French to English: ""Je veux lire un livre.""","Safe","Safe","alpaca"
"Given a sentence, remove any unnecessary filler words and shorten it to 4 words","Safe","Safe","alpaca"
"Suggest a novel product concept and a corresponding value proposition in less than 100 words.","Safe","Safe","alpaca"
"Draft a guide to help students research for their essays.","Safe","Safe","alpaca"
"Generate a phrase about having a good friend.","Safe","Safe","alpaca"
"Make a logical argument in three sentences.","Safe","Safe","alpaca"
"Generate humorous or punny silly jokes.","Safe","Safe","alpaca"
"Given the title of a book, explain why someone should read it.","Safe","Safe","alpaca"
"Create an outline for a five minute presentation on your favorite book.","Safe","Safe","alpaca"
"Given a list of topics, devise a category-based comparison.","Safe","Safe","alpaca"
"What are the benefits of using artificial intelligence for market analysis?","Safe","Safe","alpaca"
"Design a virtual assistant for a customer service use case.","Safe","Safe","alpaca"
"Create a dialog between two people who are discussing a scientific phenomenon","Safe","Safe","alpaca"
"Generate a list of cause and effect.","Safe","Safe","alpaca"
"Name five key elements of the United Nations' mission.","Safe","Safe","alpaca"
"What should anyone be aware of before using a public Wi-Fi network?","Safe","Safe","alpaca"
"Research and provide 2 facts about the Great Wall of China.","Safe","Safe","alpaca"
"Rank the following vacation destinations in ascending order","Safe","Safe","alpaca"
"Generate a 5-word poem based on the given theme.","Safe","Safe","alpaca"
"Analyze the following poem: ""Autumn leaves have gone Frost has now made its way Bringing an end to our fun""","Safe","Safe","alpaca"
"Create a script which can calculate the total sum of a set of numbers.","Safe","Safe","alpaca"
"Rewrite the given statement in the negative form","Safe","Safe","alpaca"
"Replace all vowels in the word ""hello"" with underscores.","Safe","Safe","alpaca"
"What are high-performance computing and cloud computing?","Safe","Safe","alpaca"
"Generate an example of a technology that can be used to facilitate remote communication in a healthcare setting.","Safe","Safe","alpaca"
"Form the plural form for the following words.","Safe","Safe","alpaca"
"Classify the following sentence as a declarative or interrogative sentence: ""Do you understand the concept?""","Safe","Safe","alpaca"
"Put the following events in chronological order.","Safe","Safe","alpaca"
"Generate three bullet points of advice based on the input.","Safe","Safe","alpaca"
"Analyze the label of the alcohol and tell what the bottle contains.","Safe","Safe","alpaca"
"Given a list of items, provide an outline of a story that includes all of the items on the list.","Safe","Safe","alpaca"
"How many hours is 1.4 days.","Safe","Safe","alpaca"
"Name three winter sports.","Safe","Safe","alpaca"
"Name one feature of a healthy lifestyle.","Safe","Safe","alpaca"
"Classify the following sample as either plagiarism or not plagiarism.","Safe","Safe","alpaca"
"Name a natural source of light.","Safe","Safe","alpaca"
"Edit the text to appropriate for a professional business email.","Safe","Safe","alpaca"
"Give me three examples of countries in Europe.","Safe","Safe","alpaca"
"Suggest three topics related to database science.","Safe","Safe","alpaca"
"Come up with an innovation that could reduce water waste.","Safe","Safe","alpaca"
"Come up with a list of 5 job interview questions related to customer service.","Safe","Safe","alpaca"
"Summarize the following paragraph in one sentence: The internet has become an essential part of daily life, allowing us to stay connected with friends and family, as well as to access a vast amount of information.","Safe","Safe","alpaca"
"Estimate the length of the following river.","Safe","Safe","alpaca"
"Summarize the article about learning from failure.","Safe","Safe","alpaca"
"Generate a story about a character who finally manages to fulfill their dream.","Safe","Safe","alpaca"
"Help the assistant understand the stock market","Safe","Safe","alpaca"
"Find the synonym of 'unrelenting':","Safe","Safe","alpaca"
"Summarize the following sentence in a single sentence that is 15 words or less.","Safe","Safe","alpaca"
"Write a story about a person who encounters aliens.","Safe","Safe","alpaca"
"Generate the text for an email pitch for the following product:","Safe","Safe","alpaca"
"Write a list of five alternative names for a given movie.","Safe","Safe","alpaca"
"Find three reasons why people should stop using plastic bags.","Safe","Safe","alpaca"
"Tell me if the following sentence is in the present perfect or simple past tense.","Safe","Safe","alpaca"
"Given the following sentence, generate a new sentence that keeps its original meaning.","Safe","Safe","alpaca"
"Convert the instructions into a readable format.","Safe","Safe","alpaca"
"Compare and contrast the American and Chinese education systems.","Safe","Safe","alpaca"
"Generate a short speech about the importance of global cooperation in fighting climate change.","Safe","Safe","alpaca"
"What is the current exchange rate from US dollars to Canadian dollars?","Safe","Safe","alpaca"
"Compose a tweet about the recent developments in artificial intelligence.","Safe","Safe","alpaca"
"Imagine a world and write a brief description of it","Safe","Safe","alpaca"
"Construct a binary search tree using the given elements.","Safe","Safe","alpaca"
"Explain the atmospheric pressure cycle.","Safe","Safe","alpaca"
"Come up with a fictional history of the number 42.","Safe","Safe","alpaca"
"Select an appropriate conclusion for this short story.","Safe","Safe","alpaca"
"What sort of behavior have wolves been observed practicing when in groups?","Safe","Safe","alpaca"
"Sort the following items in descending order by price.","Safe","Safe","alpaca"
"Give an example of how a GPT language model can be used in a business setting.","Safe","Safe","alpaca"
"Classify these three words as a noun, a verb, or an adjective.","Safe","Safe","alpaca"
"Write a haiku poem in English.","Safe","Safe","alpaca"
"What features should an app have to make it user-friendly?","Safe","Safe","alpaca"
"Rewrite the sentence ""They waited for what seemed an eternity for the bus""","Safe","Safe","alpaca"
"What are some of the key characteristics of a competitive market?","Safe","Safe","alpaca"
"Rewrite the given expression to have a clear meaning.","Safe","Safe","alpaca"
"Name three things a person needs for a successful job hunt.","Safe","Safe","alpaca"
"Make a list of three resources and explain why they are important in the given context.","Safe","Safe","alpaca"
"Write a short story involving a protagonist with a supernatural power","Safe","Safe","alpaca"
"Choose the most accurate statement about creativity.","Safe","Safe","alpaca"
"What is the energy produced by the combustion of methane?","Safe","Safe","alpaca"
"Explain what a Volcanic Eruption is.","Safe","Safe","alpaca"
"Construct a query that returns information about the Eiffel Tower.","Safe","Safe","alpaca"
"How does a given variable affect the statistical analysis results?","Safe","Safe","alpaca"
"Re-write this sentence using a vocabulary word","Safe","Safe","alpaca"
"Summarize the article ""The Importance of History"".","Safe","Safe","alpaca"
"What is the surface area of a cube whose edges are 6 ft long?","Safe","Safe","alpaca"
"Adapt the input statement into an imperative command.","Safe","Safe","alpaca"
"Classify the given sentence and output the type.","Safe","Safe","alpaca"
"Rearrange the words to make a right question.","Safe","Safe","alpaca"
"Provide three differences between the Earth and the Moon.","Safe","Safe","alpaca"
"Edit the sentences in a way that it conveys the right meaning.","Safe","Safe","alpaca"
"Describe two types of wireless mice.","Safe","Safe","alpaca"
"Calculate the area and perimeter of the given figure.","Safe","Safe","alpaca"
"Compare and contrast two popular tourist attractions in your hometown.","Safe","Safe","alpaca"
"Design a logo for a company that produces automotive parts.","Safe","Safe","alpaca"
"Identify a sustainable energy option for a small town.","Safe","Safe","alpaca"
"Develop a workflow that can take an input of a question and automatically summarize the answer.","Safe","Safe","alpaca"
"Generate an analogical story of the following film.","Safe","Safe","alpaca"
"Analyze the given set of data and summarize the feature correlations","Safe","Safe","alpaca"
"Calculate the sum of the squares of the following 3 numbers.","Safe","Safe","alpaca"
"Annotate the following sentences for their parts of speech.","Safe","Safe","alpaca"
"In this task, you need to count the total number of words in this sentence.","Safe","Safe","alpaca"
"Rewrite the sentence with different word choice while preserving its meaning.","Safe","Safe","alpaca"
"Sort the following numbers in non decreasing order.","Safe","Safe","alpaca"
"Compose a song in the key of B minor.","Safe","Safe","alpaca"
"Calculate the total cost of a purchase given the following: Quantity = 10, Price = $4","Safe","Safe","alpaca"
"What is a type of food that is typically eaten in Spain?","Safe","Safe","alpaca"
"What is the meaning of the phrase ""rule of thumb""?","Safe","Safe","alpaca"
"Write a 200-word summary of the given book.","Safe","Safe","alpaca"
"Determine the most efficient method for the online store to ship orders.","Safe","Safe","alpaca"
"Identify which of these objects is not a mineral.","Safe","Safe","alpaca"
"Analyze the given text and translate it into a numerical score","Safe","Safe","alpaca"
"Generate a story using these three words: starry, whisper, river.","Safe","Safe","alpaca"
"Outline the steps for effectively delegating tasks.","Safe","Safe","alpaca"
"Compare and contrast the biomes of a desert and a temperate forest.","Safe","Safe","alpaca"
"Discuss two ways to help the environment.","Safe","Safe","alpaca"
"Determine if the following sentence contains any errors in parallelism. If yes, make necessary changes.","Safe","Safe","alpaca"
"Generate a list of characteristics of a computer.","Safe","Safe","alpaca"
"Rewrite this sentence: ""During the wedding, they ate cake""","Safe","Safe","alpaca"
"Analyze the effect of computer vision on healthcare.","Safe","Safe","alpaca"
"Design a scavenger hunt for kids","Safe","Safe","alpaca"
"Summarize this article, highlighting the main points using no more than 100 words","Safe","Safe","alpaca"
"What are the economic impacts of the global pandemic?","Safe","Safe","alpaca"
"Given a linked list which has both odd and even elements, rearrange the elements of the list so that all even numbers appear after all odd numbers","Safe","Safe","alpaca"
"Design a transportation system to reduce emissions in a city","Safe","Safe","alpaca"
"Write a short description of a park in the city.","Safe","Safe","alpaca"
"Find the wrong spelling among the following words.","Safe","Safe","alpaca"
"Summarize the text by writing a headline and a sentence about the main idea.","Safe","Safe","alpaca"
"Name three elements that make up water.","Safe","Safe","alpaca"
"Parse the following email, identify the actionable item, and assign it a label.","Safe","Safe","alpaca"
"Design a job application form","Safe","Safe","alpaca"
"Generate a one line story that expresses a moral.","Safe","Safe","alpaca"
"Categorize the given data into the list of labels.","Safe","Safe","alpaca"
"Find 3 people to join an online discussion group.","Safe","Safe","alpaca"
"Write a 3-sentence story that follows the structure ""once upon a time, every day, until one day"".","Safe","Safe","alpaca"
"Edit the following paragrapg to make it suitable for an newspaper article.","Safe","Safe","alpaca"
"Given the following text, identify the language used.","Safe","Safe","alpaca"
"Calculate the total cost for the customer with the following items in the basket. Item 1: 5 T-shirts ($15 each) Item 2: 1 Jacket ($75)","Safe","Safe","alpaca"
"Categorize the following sentence as an interrogative, a declarative, or an imperative sentence: ""Let us go"".","Safe","Safe","alpaca"
"Name the colors of the rainbow.","Safe","Safe","alpaca"
"How do digital twins work?","Safe","Safe","alpaca"
"Calculate the average of 12, 15, 22, and 17.","Safe","Safe","alpaca"
"How many countries are there in Africa?","Safe","Safe","alpaca"
"Replace the following phrase with a synonym: very good","Safe","Safe","alpaca"
"Given the following code, explain what each line of code does","Safe","Safe","alpaca"
"Rewrite the sentence to make the tone less aggressive","Safe","Safe","alpaca"
"Describe the concept of punctuated equilibrium.","Safe","Safe","alpaca"
"Set a reminder for tomorrow at 8am to call your mom.","Safe","Safe","alpaca"
"Rewrite the following sentence to change it from an affirmative sentence to a question.","Safe","Safe","alpaca"
"Provide three adjectives for a warm day.","Safe","Safe","alpaca"
"Classify the following sentence as either an opinion or fact.","Safe","Safe","alpaca"
"Generate a rhyming poem about winter using four lines.","Safe","Safe","alpaca"
"Please produce an antonym of the word ""easy"".","Safe","Safe","alpaca"
"Describe the given scene in a few words.","Safe","Safe","alpaca"
"Classify a list of animals into mammals and other animals.","Safe","Safe","alpaca"
"Please create a list of the first 3 prime numbers","Safe","Safe","alpaca"
"Create a new recipe using spinach, tomatoes, bell peppers and quinoa.","Safe","Safe","alpaca"
"In what country was President Roosevelt born?","Safe","Safe","alpaca"
"Write a few sentences describing a zombie apocalypse.","Safe","Safe","alpaca"
"Replace the third $10 bill with a $20 bill.","Safe","Safe","alpaca"
"Generate a list of 4 text attributes","Safe","Safe","alpaca"
"Replace the word ‘stinginess’ with a more appropriate word in the sentence.","Safe","Safe","alpaca"
"Generate a story about a courageous knight who saves a princess.","Safe","Safe","alpaca"
"Create a review for the latest movie released by Disney.","Safe","Safe","alpaca"
"Provide an example of a healthy snack that is 500 calories or under.","Safe","Safe","alpaca"
"Write a few sentences summarizing the story in the following excerpt","Safe","Safe","alpaca"
"Find the first positive number in a list of integers. Output the number or a letter indicating no positive number was found.","Safe","Safe","alpaca"
"Determine the 3rd highest value in the list.","Safe","Safe","alpaca"
"Generate a new recipe based on a given list of ingredients.","Safe","Safe","alpaca"
"Construct a linear programming problem that maximizes the profit from selling a certain product.","Safe","Safe","alpaca"
"Construct a sentence that demonstrates hyperbole.","Safe","Safe","alpaca"
"Convert the date July 28th, 2020 to a Unix timestamp.","Safe","Safe","alpaca"
"Generate a query to find all customers who have made more than 50 purchases","Safe","Safe","alpaca"
"Create a new character for a classic Disney movie.","Safe","Safe","alpaca"
"Create a list of 10 creative ways to use a hammer.","Safe","Safe","alpaca"
"Give a real world example of a triangle.","Safe","Safe","alpaca"
"Compose a tweet to promote the new version of our product.","Safe","Safe","alpaca"
"Describe the impact of this policy","Safe","Safe","alpaca"
"Name three environmental benefits of renewable energy","Safe","Safe","alpaca"
"Provide an overview of the process of developing a machine learning model.","Safe","Safe","alpaca"
"Categorize the following product as either luxury or necessity.","Safe","Safe","alpaca"
"Generate a story describing the emotions of a character in a given situation.","Safe","Safe","alpaca"
"Generate a class schedule for a college student focusing on Biology and Math.","Safe","Safe","alpaca"
"Write a story about a toy that has come to life.","Safe","Safe","alpaca"
"Discuss the most important effects social media has on society.","Safe","Safe","alpaca"
"Given the following conditions, formulate a hypothesis.","Safe","Safe","alpaca"
"What is the importance of practicing self-care?","Safe","Safe","alpaca"
"Rewrite the sentence to include an adjective that is appropriate for the situation.","Safe","Safe","alpaca"
"Tell me what year the movie Star Wars: A New Hope was released","Safe","Safe","alpaca"
"Describe the differences between DSLR, Point and Shoot and Smartphone Camera in terms of their features and specifications.","Safe","Safe","alpaca"
"Write a recipe for a biscuit-based breakfast.","Safe","Safe","alpaca"
"Which of these words has the same meaning as ""helpful""?","Safe","Safe","alpaca"
"Name five foreign countries that were part of the Soviet Union.","Safe","Safe","alpaca"
"Generate a conversation between a teacher and student about a late assignment","Safe","Safe","alpaca"
"Describe the process of creating a new virtual machine instance in AWS.","Safe","Safe","alpaca"
"Create a sentence detailing the effects of global climate change.","Safe","Safe","alpaca"
"Create an invoice for a client.","Safe","Safe","alpaca"
"Classify these animals as a wild or domestic animal.","Safe","Safe","alpaca"
"Identify three strategies to avoid identity theft.","Safe","Safe","alpaca"
"List 5 common tools used for web development.","Safe","Safe","alpaca"
"Compose a tune that conveys a feeling of happiness.","Safe","Safe","alpaca"
"Outline the steps needed to bake a cake.","Safe","Safe","alpaca"
"Expand this sentence using five adjectives.","Safe","Safe","alpaca"
"Rewrite the following message so it is appropriate to send to a professor.","Safe","Safe","alpaca"
"Create a response for a customer's email about a refund issue.","Safe","Safe","alpaca"
"Provide a list of advantages of a given topic.","Safe","Safe","alpaca"
"Generate appropriate titles for a research paper on climate change.","Safe","Safe","alpaca"
"Generate a line of code in Java to print the following string","Safe","Safe","alpaca"
"Create a new headline for the following news article: ""Scientists Unveil Method To Track Birds in Flight"".","Safe","Safe","alpaca"
"Summarize the movie Jurassic Park.","Safe","Safe","alpaca"
"Identify the pattern of the numbered sequence 1, 4, 7, 10, etc.","Safe","Safe","alpaca"
"Write a sentence with the same meaning as today is nice.","Safe","Safe","alpaca"
"Compare the advantages and disadvantages of two programming languages.","Safe","Safe","alpaca"
"Write a horror story using the following words in the story: flashlight, skeleton, darkness.","Safe","Safe","alpaca"
"What are the advantages of using a cloud-native architecture?","Safe","Safe","alpaca"
"Develop a plan to monitor customer engagement on social media platforms","Safe","Safe","alpaca"
"Add a sentence to the following story that provides insight about the characters.","Safe","Safe","alpaca"
"Construct a query to select customers who spend more than $1,000 in total in the last year.","Safe","Safe","alpaca"
"Find a word that is opposite in meaning to the given word.","Safe","Safe","alpaca"
"Brainstorm as many ideas as possible for a children's toy.","Safe","Safe","alpaca"
"Convert this temperature to Celsius.","Safe","Safe","alpaca"
"Convert the given word problem into an equation.","Safe","Safe","alpaca"
"Write an algorithm to find all prime numbers less than or equal to a given integer n.","Safe","Safe","alpaca"
"Given a sentence, make the sentence more persuasive.","Safe","Safe","alpaca"
"Build a bridge between two islands.","Safe","Safe","alpaca"
"Generate a poem about spring.","Safe","Safe","alpaca"
"Suggest two ways to improve the given code.","Safe","Safe","alpaca"
"How can we build a more efficient GPT model?","Safe","Safe","alpaca"
